"Retailer","Retailer_ID","Invoice_Date","Region","State","City","Product","Price_per_Unit","Units_Sold","Total_Sale","Operating_Profit","Operating_Margin","Sales_Method"
"Kohl's","1189833","2021-04-19","West","California","Los Angeles","Men's Street Footwear","45","900","40500","16200","40%","Outlet"
"Kohl's","1189833","2021-04-20","West","California","Los Angeles","Men's Athletic Footwear","50","750","37500","9375","25%","Outlet"
"Kohl's","1189833","2021-04-21","West","California","Los Angeles","Women's Street Footwear","50","750","37500","15000","40%","Outlet"
"Kohl's","1189833","2021-04-22","West","California","Los Angeles","Women's Athletic Footwear","45","625","28125","9843","35%","Outlet"
"Kohl's","1189833","2021-04-23","West","California","Los Angeles","Men's Apparel","50","500","25000","13750","55%","Outlet"
"Kohl's","1189833","2021-04-24","West","California","Los Angeles","Women's Apparel","65","800","52000","10400","20%","Outlet"
"Kohl's","1189833","2021-04-25","West","California","Los Angeles","Men's Street Footwear","45","950","42750","17100","40%","Outlet"
"Kohl's","1189833","2021-04-26","West","California","Los Angeles","Men's Athletic Footwear","50","800","40000","10000","25%","Outlet"
"Kohl's","1189833","2021-04-27","West","California","Los Angeles","Women's Street Footwear","50","750","37500","15000","40%","Outlet"
"Kohl's","1189833","2021-04-28","West","California","Los Angeles","Women's Athletic Footwear","45","650","29250","10237","35%","Outlet"
"Kohl's","1189833","2021-04-29","West","California","Los Angeles","Men's Apparel","50","700","35000","19250","55%","Outlet"
"Kohl's","1189833","2021-04-30","West","California","Los Angeles","Women's Apparel","65","700","45500","9100","20%","Outlet"
"Kohl's","1189833","2021-05-01","West","California","Los Angeles","Men's Street Footwear","50","900","45000","18000","40%","Outlet"
"Kohl's","1189833","2021-05-02","West","California","Los Angeles","Men's Athletic Footwear","55","850","46750","11687","25%","Outlet"
"Kohl's","1189833","2021-05-03","West","California","Los Angeles","Women's Street Footwear","50","725","36250","14500","40%","Outlet"
"Kohl's","1189833","2021-05-04","West","California","Los Angeles","Women's Athletic Footwear","50","675","33750","11812","35%","Outlet"
"Kohl's","1189833","2021-05-05","West","California","Los Angeles","Men's Apparel","60","675","40500","22275","55%","Outlet"
"Kohl's","1189833","2021-05-06","West","California","Los Angeles","Women's Apparel","65","650","42250","8450","20%","Outlet"
"Kohl's","1189833","2021-05-07","West","California","Los Angeles","Men's Street Footwear","50","850","42500","17000","40%","Outlet"
"Kohl's","1189833","2021-05-08","West","California","Los Angeles","Men's Athletic Footwear","55","850","46750","11687","25%","Outlet"
"Kohl's","1189833","2021-05-09","West","California","Los Angeles","Women's Street Footwear","50","700","35000","14000","40%","Outlet"
"Kohl's","1189833","2021-05-10","West","California","Los Angeles","Women's Athletic Footwear","50","650","32500","11375","35%","Outlet"
"Kohl's","1189833","2021-05-11","West","California","Los Angeles","Men's Apparel","60","650","39000","21450","55%","Outlet"
"Kohl's","1189833","2021-05-12","West","California","Los Angeles","Women's Apparel","65","700","45500","9100","20%","Outlet"
"Kohl's","1189833","2021-05-13","West","California","Los Angeles","Men's Street Footwear","50","800","40000","16000","40%","Outlet"
"Kohl's","1189833","2021-05-14","West","California","Los Angeles","Men's Athletic Footwear","55","800","44000","11000","25%","Outlet"
"Kohl's","1189833","2021-05-15","West","California","Los Angeles","Women's Street Footwear","50","650","32500","13000","40%","Outlet"
"Kohl's","1189833","2021-05-16","West","California","Los Angeles","Women's Athletic Footwear","50","625","31250","10937","35%","Outlet"
"Kohl's","1189833","2021-05-17","West","California","Los Angeles","Men's Apparel","60","600","36000","19800","55%","Outlet"
"Kohl's","1189833","2021-05-18","West","California","Los Angeles","Women's Apparel","65","650","42250","8450","20%","Outlet"
"Kohl's","1189833","2021-05-19","West","California","Los Angeles","Men's Street Footwear","50","825","41250","16500","40%","Outlet"
"Kohl's","1189833","2021-05-20","West","California","Los Angeles","Men's Athletic Footwear","55","825","45375","11343","25%","Outlet"
"Kohl's","1189833","2021-05-21","West","California","Los Angeles","Women's Street Footwear","50","675","33750","13500","40%","Outlet"
"Kohl's","1189833","2021-05-22","West","California","Los Angeles","Women's Athletic Footwear","50","650","32500","11375","35%","Outlet"
"Kohl's","1189833","2021-05-23","West","California","Los Angeles","Men's Apparel","60","600","36000","19800","55%","Outlet"
"Kohl's","1189833","2021-05-24","West","California","Los Angeles","Women's Apparel","65","700","45500","9100","20%","Outlet"
"Kohl's","1189833","2021-05-25","West","California","Los Angeles","Men's Street Footwear","50","900","45000","18000","40%","Outlet"
"Kohl's","1189833","2021-05-26","West","California","Los Angeles","Men's Athletic Footwear","55","900","49500","12375","25%","Outlet"
"Kohl's","1189833","2021-05-27","West","California","Los Angeles","Women's Street Footwear","50","700","35000","14000","40%","Outlet"
"Kohl's","1189833","2021-05-28","West","California","Los Angeles","Women's Athletic Footwear","50","700","35000","12250","35%","Outlet"
"Kohl's","1189833","2021-05-29","West","California","Los Angeles","Men's Apparel","60","625","37500","20625","55%","Outlet"
"Kohl's","1189833","2021-05-30","West","California","Los Angeles","Women's Apparel","65","725","47125","9425","20%","Outlet"
"Foot Locker","1185732","2021-05-31","West","California","Los Angeles","Men's Street Footwear","45","475","21375","8550","40%","Outlet"
"Foot Locker","1185732","2021-06-01","West","California","Los Angeles","Men's Athletic Footwear","45","275","12375","4331","35%","Outlet"
"Foot Locker","1185732","2021-06-02","West","California","Los Angeles","Women's Street Footwear","35","275","9625","3368","35%","Outlet"
"Foot Locker","1185732","2021-06-03","West","California","Los Angeles","Women's Athletic Footwear","40","125","5000","2000","40%","Outlet"
"Foot Locker","1185732","2021-06-04","Midwest","Illinois","Chicago","Men's Apparel","55","175","9625","3368","35%","Outlet"
"Foot Locker","1185732","2021-06-05","Midwest","Illinois","Chicago","Women's Apparel","45","275","12375","6187","50%","Outlet"
"Foot Locker","1185732","2021-06-06","Midwest","Illinois","Chicago","Men's Street Footwear","45","525","23625","9450","40%","Outlet"
"Foot Locker","1185732","2021-06-07","Midwest","Illinois","Chicago","Men's Athletic Footwear","45","175","7875","2756","35%","Outlet"
"Foot Locker","1185732","2021-06-08","Midwest","Illinois","Chicago","Women's Street Footwear","35","225","7875","2756","35%","Outlet"
"Foot Locker","1185732","2021-06-09","Midwest","Illinois","Chicago","Women's Athletic Footwear","40","100","4000","1600","40%","Outlet"
"Foot Locker","1185732","2021-06-10","Midwest","Illinois","Chicago","Men's Apparel","55","175","9625","3368","35%","Outlet"
"Foot Locker","1185732","2021-06-11","Midwest","Illinois","Chicago","Women's Apparel","45","275","12375","6187","50%","Outlet"
"Foot Locker","1185732","2021-06-12","Midwest","Illinois","Chicago","Men's Street Footwear","50","495","24750","9900","40%","Outlet"
"Foot Locker","1185732","2021-06-13","Midwest","Illinois","Chicago","Men's Athletic Footwear","50","200","10000","3500","35%","Outlet"
"Foot Locker","1185732","2021-06-14","Midwest","Illinois","Chicago","Women's Street Footwear","40","225","9000","3150","35%","Outlet"
"Foot Locker","1185732","2021-06-15","Midwest","Illinois","Chicago","Women's Athletic Footwear","45","75","3375","1350","40%","Outlet"
"Foot Locker","1185732","2021-06-16","Midwest","Illinois","Chicago","Men's Apparel","60","125","7500","2625","35%","Outlet"
"Foot Locker","1185732","2021-06-17","Midwest","Illinois","Chicago","Women's Apparel","50","225","11250","5625","50%","Outlet"
"Foot Locker","1185732","2021-06-18","Midwest","Illinois","Chicago","Men's Street Footwear","50","450","22500","9000","40%","Outlet"
"Foot Locker","1185732","2021-06-19","Midwest","Illinois","Chicago","Men's Athletic Footwear","50","150","7500","2625","35%","Outlet"
"Foot Locker","1185732","2021-06-20","Midwest","Illinois","Chicago","Women's Street Footwear","40","150","6000","2100","35%","Outlet"
"Foot Locker","1185732","2021-06-21","Midwest","Illinois","Chicago","Women's Athletic Footwear","45","75","3375","1350","40%","Outlet"
"Foot Locker","1185732","2021-06-22","Midwest","Illinois","Chicago","Men's Apparel","60","100","6000","2100","35%","Outlet"
"Foot Locker","1185732","2021-06-23","Midwest","Illinois","Chicago","Women's Apparel","50","225","11250","5625","50%","Outlet"
"Foot Locker","1185732","2021-06-24","Midwest","Illinois","Chicago","Men's Street Footwear","60","495","29700","11880","40%","Outlet"
"Foot Locker","1185732","2021-06-25","Midwest","Illinois","Chicago","Men's Athletic Footwear","55","200","11000","3850","35%","Outlet"
"Foot Locker","1185732","2021-06-26","Midwest","Illinois","Chicago","Women's Street Footwear","50","175","8750","3062","35%","Outlet"
"Foot Locker","1185732","2021-06-27","Midwest","Illinois","Chicago","Women's Athletic Footwear","50","100","5000","2000","40%","Outlet"
"Foot Locker","1185732","2021-06-28","Midwest","Illinois","Chicago","Men's Apparel","60","125","7500","2625","35%","Outlet"
"Foot Locker","1185732","2021-06-29","Midwest","Illinois","Chicago","Women's Apparel","65","250","16250","8125","50%","Outlet"
"Foot Locker","1185732","2021-06-30","Midwest","Illinois","Chicago","Men's Street Footwear","50","500","25000","10000","40%","Outlet"
"Foot Locker","1185732","2021-07-01","Midwest","Illinois","Chicago","Men's Athletic Footwear","45","250","11250","3937","35%","Outlet"
"Foot Locker","1185732","2021-07-02","Midwest","Illinois","Chicago","Women's Street Footwear","40","200","8000","2800","35%","Outlet"
"Foot Locker","1185732","2021-07-03","Midwest","Illinois","Chicago","Women's Athletic Footwear","40","175","7000","2800","40%","Outlet"
"Foot Locker","1185732","2021-07-04","Midwest","Illinois","Chicago","Men's Apparel","50","175","8750","3062","35%","Outlet"
"Foot Locker","1185732","2021-07-05","Midwest","Illinois","Chicago","Women's Apparel","55","350","19250","9625","50%","Outlet"
"Foot Locker","1185732","2021-07-06","Midwest","Illinois","Chicago","Men's Street Footwear","50","575","28750","11500","40%","Outlet"
"Foot Locker","1185732","2021-07-07","Midwest","Illinois","Chicago","Men's Athletic Footwear","45","325","14625","5118","35%","Outlet"
"Foot Locker","1185732","2021-07-08","Midwest","Illinois","Chicago","Women's Street Footwear","40","250","10000","3500","35%","Outlet"
"Foot Locker","1185732","2021-07-09","Midwest","Illinois","Chicago","Women's Athletic Footwear","40","200","8000","3200","40%","Outlet"
"Foot Locker","1185732","2021-07-10","Midwest","Illinois","Chicago","Men's Apparel","50","225","11250","3937","35%","Outlet"
"Foot Locker","1185732","2021-07-11","Midwest","Illinois","Chicago","Women's Apparel","55","400","22000","11000","50%","Outlet"
"Foot Locker","1185732","2021-07-12","Midwest","Illinois","Chicago","Men's Street Footwear","50","550","27500","11000","40%","Outlet"
"Foot Locker","1185732","2021-07-13","Midwest","Illinois","Chicago","Men's Athletic Footwear","45","325","14625","5118","35%","Outlet"
"Foot Locker","1185732","2021-07-14","Midwest","Illinois","Chicago","Women's Street Footwear","40","250","10000","3500","35%","Outlet"
"Foot Locker","1185732","2021-07-15","Midwest","Illinois","Chicago","Women's Athletic Footwear","40","225","9000","3600","40%","Outlet"
"Foot Locker","1185732","2021-07-16","Midwest","Illinois","Chicago","Men's Apparel","50","200","10000","3500","35%","Outlet"
"Foot Locker","1185732","2021-07-17","Midwest","Illinois","Chicago","Women's Apparel","55","375","20625","10312","50%","Outlet"
"Foot Locker","1185732","2021-07-18","Midwest","Illinois","Chicago","Men's Street Footwear","50","500","25000","10000","40%","Outlet"
"Foot Locker","1185732","2021-07-19","Midwest","Illinois","Chicago","Men's Athletic Footwear","45","300","13500","4725","35%","Outlet"
"Foot Locker","1185732","2021-07-20","Midwest","Illinois","Chicago","Women's Street Footwear","40","200","8000","2800","35%","Outlet"
"Foot Locker","1185732","2021-07-21","Midwest","Illinois","Chicago","Women's Athletic Footwear","40","175","7000","2800","40%","Outlet"
"Foot Locker","1185732","2021-07-22","Midwest","Illinois","Chicago","Men's Apparel","50","175","8750","3062","35%","Outlet"
"Foot Locker","1185732","2021-07-23","Midwest","Illinois","Chicago","Women's Apparel","55","250","13750","6875","50%","Outlet"
"Foot Locker","1185732","2021-07-24","Midwest","Illinois","Chicago","Men's Street Footwear","60","425","25500","10200","40%","Outlet"
"Foot Locker","1185732","2021-07-25","Midwest","Illinois","Chicago","Men's Athletic Footwear","50","250","12500","4375","35%","Outlet"
"Foot Locker","1185732","2021-07-26","Midwest","Illinois","Chicago","Women's Street Footwear","50","150","7500","2625","35%","Outlet"
